0.0100000000,1.0000000000,-0.4990000000,0.5010000000,-0.0049900000,0.1000000000,-0.4990000000
0.0200000000,0.9959601000,-0.4939601000,0.5020000000,-0.0099296010,0.5039900000,-0.4939601000
0.0300000000,0.9959611030,-0.4929611030,0.5030000000,-0.0148592120,0.0998997010,-0.4929611030
0.0400000000,0.9918818968,-0.4878818968,0.5040000000,-0.0197380310,0.5079206140,-0.4878818968
0.0500000000,0.9918849037,-0.4868849037,0.5050000000,-0.0246068800,0.0996993138,-0.4868849037
0.0600000000,0.9877669790,-0.4817669790,0.5060000000,-0.0294245498,0.5117924699,-0.4817669790
0.0700000000,0.9877729884,-0.4807729884,0.5070000000,-0.0342322797,0.0993990589,-0.4807729884
0.0800000000,0.9836169263,-0.4756169263,0.5080000000,-0.0389884490,0.5156062092,-0.4756169263
0.0900000000,0.9836269347,-0.4746269347,0.5090000000,-0.0437347183,0.0989991661,-0.4746269347
0.1000000000,0.9794333098,-0.4694333098,0.5100000000,-0.0484290514,0.5193624869,-0.4694333098
0.1100000000,0.9794483111,-0.4684483111,0.5110000000,-0.0531135345,0.0984998743,-0.4684483111
0.1200000000,0.9752176913,-0.4632176913,0.5120000000,-0.0577457114,0.5230619713,-0.4632176913
0.1300000000,0.9752386770,-0.4622386770,0.5130000000,-0.0623680982,0.0979014315,-0.4622386770
0.1400000000,0.9709716236,-0.4569716236,0.5140000000,-0.0669378144,0.5267053437,-0.4569716236
0.1500000000,0.9709995826,-0.4559995826,0.5150000000,-0.0714978103,0.0972040943,-0.4559995826
0.1600000000,0.9666966497,-0.4506966497,0.5160000000,-0.0760047768,0.5302932986,-0.4506966497
0.1700000000,0.9667325684,-0.4497325684,0.5170000000,-0.0805021025,0.0964081278,-0.4497325684
0.1800000000,0.9623943030,-0.4443943030,0.5180000000,-0.0849460455,0.5338265430,-0.4443943030
0.1900000000,0.9624391649,-0.4434391649,0.5190000000,-0.0893804371,0.0955138054,-0.4434391649
0.2000000000,0.9580661069,-0.4380661069,0.5200000000,-0.0937610982,0.5373057966,-0.4380661069
0.2100000000,0.9581208928,-0.4371208928,0.5210000000,-0.0981323071,0.0945214085,-0.4371208928
0.2200000000,0.9537135749,-0.4317135749,0.5220000000,-0.1024494429,0.5407317914,-0.4317135749
0.2300000000,0.9537792627,-0.4307792627,0.5230000000,-0.1067572355,0.0934312264,-0.4307792627
0.2400000000,0.9493382100,-0.4253382100,0.5240000000,-0.1110106176,0.5441052718,-0.4253382100
0.2500000000,0.9494157744,-0.4244157744,0.5250000000,-0.1152547754,0.0922435557,-0.4244157744
0.2600000000,0.9449415045,-0.4189415045,0.5260000000,-0.1194441904,0.5474269940,-0.4189415045
0.2700000000,0.9450319174,-0.4180319174,0.5270000000,-0.1236245096,0.0909587009,-0.4180319174
0.2800000000,0.9405249402,-0.4125249402,0.5280000000,-0.1277497590,0.5506977262,-0.4125249402
0.2900000000,0.9406291705,-0.4116291705,0.5290000000,-0.1318660507,0.0895769730,-0.4116291705
0.3000000000,0.9360899880,-0.4060899880,0.5300000000,-0.1359269506,0.5539182481,-0.4060899880
0.3100000000,0.9362090011,-0.4052090011,0.5310000000,-0.1399790406,0.0880986904,-0.4052090011
0.3200000000,0.9316381076,-0.3996381076,0.5320000000,-0.1439754216,0.5570893512,-0.3996381076
0.3300000000,0.9317728658,-0.3987728658,0.5330000000,-0.1479631503,0.0865241780,-0.3987728658
0.3400000000,0.9271707474,-0.3931707474,0.5340000000,-0.1518948578,0.5602118381,-0.3931707474
0.3500000000,0.9273222097,-0.3923222097,0.5350000000,-0.1558180799,0.0848537670,-0.3923222097
0.3600000000,0.9226893445,-0.3866893445,0.5360000000,-0.1596849733,0.5632865226,-0.3866893445
0.3700000000,0.9228584665,-0.3858584665,0.5370000000,-0.1635435580,0.0830877953,-0.3858584665
0.3800000000,0.9181953243,-0.3801953243,0.5380000000,-0.1673455112,0.5663142293,-0.3801953243
0.3900000000,0.9183830582,-0.3793830582,0.5390000000,-0.1711393418,0.0812266062,-0.3793830582
0.4000000000,0.9136901003,-0.3736901003,0.5400000000,-0.1748762428,0.5692957938,-0.3736901003
0.4100000000,0.9138973948,-0.3728973948,0.5410000000,-0.1786052168,0.0792705493,-0.3728973948
0.4200000000,0.9091750741,-0.3671750741,0.5420000000,-0.1822769675,0.5722320622,-0.3671750741
0.4300000000,0.9094028743,-0.3664028743,0.5430000000,-0.1859409962,0.0772199794,-0.3664028743
0.4400000000,0.9046516354,-0.3606516354,0.5440000000,-0.1895475126,0.5751238912,-0.3606516354
0.4500000000,0.9049008829,-0.3599008829,0.5450000000,-0.1931465214,0.0750752568,-0.3599008829
0.4600000000,0.9001211614,-0.3541211614,0.5460000000,-0.1966877330,0.5779721474,-0.3541211614
0.4700000000,0.9003927939,-0.3533927939,0.5470000000,-0.2002216610,0.0728367470,-0.3533927939
0.4800000000,0.8955850168,-0.3475850168,0.5480000000,-0.2036975111,0.5807777079,-0.3475850168
0.4900000000,0.8958799686,-0.3468799686,0.5490000000,-0.2071663108,0.0705048201,-0.3468799686
0.5000000000,0.8910445540,-0.3410445540,0.5500000000,-0.2105767564,0.5835414594,-0.3410445540
0.5100000000,0.8913637555,-0.3403637555,0.5510000000,-0.2139803939,0.0680798510,-0.3403637555
